11 Com b,12.1,19,2.243
HD 205739 b,13.6,1.33,0.36
HD 206255 b,6.47,2.22,0.652
HD 206610 b,13.4,6.12,1.276
HD 20781 b,1.21,0.83,-0.31
HD 20781 c,2.17,0.83,-0.31
HD 20781 d,3.25,0.83,-0.31
HD 20781 e,3.83,0.83,-0.31
HD 20782 b,13.6,1.13,0.107
HD 207832 b,14.2,0.89,-0.11
HD 207832 c,14,0.9,-0.112
HD 20794 b,1.45,0.92,-0.163
HD 20794 c,1.35,0.92,-0.163
HD 20794 d,2.04,0.92,-0.163
HD 20794 e,2.03,0.92,-0.163
HD 208487 b,14.2,1.2,0.244
HD 208527 b,12.5,51.1,2.863
HD 20868 b,13.7,0.76,-0.529
HD 208897 b,13.6,4.98,1.09
HD 209458 b,15.581,1.19,0.231
HD 210193 b,14.3,1.06,0.056
HD 210277 b,13.6,1.07,-0.032
HD 210702 b,13.4,4.92,1.149
HD 211403 b,12.8,1.21,0.364
HD 211810 b,14,1.13,0.07
HD 211970 b,3.66,0.57,-1.065
HD 212301 b,14.2,1.16,0.243
HD 212771 b,13.3,5.27,1.188
HD 213240 b,12.8,1.51,0.429
HD 213472 b,13.1,1.43,0.285
HD 213519 b,2.99,1.08,0.089
HD 213885 c,4.71,1.1,0.139
HD 21411 b,9.52,0.83,-0.266
HD 214823 b,12.1,2.04,0.638
HD 215152 b,1.19,0.73,-0.523
HD 215152 c,1.17,0.73,-0.523
HD 215152 d,1.48,0.73,-0.523
HD 215152 e,1.51,0.73,-0.523
HD 215497 b,2.4,0.85,-0.41
HD 215497 c,12.5,0.9,-0.41
HD 216435 b,13.7,1.8,0.557
HD 216437 b,13,1.39,0.35
HD 216520 b,3.18,0.76,-0.452
HD 216520 c,3.03,0.76,-0.452
HD 216536 b,13.8,9.83,1.8
HD 216770 b,14.1,0.93,-0.1
HD 21693 b,2.8,0.91,-0.208
HD 21693 c,4.34,0.91,-0.208
HD 217107 b,13.6,1.11,0.098
HD 217107 c,13.2,1.2,0.098
HD 217786 b,12.3,1.27,0.276
HD 217786 c,2.61,1.34,0.304
HD 217958 b,14.2,1.33,0.292
HD 218566 b,9.32,0.85,-0.452
HD 219077 b,12.5,1.91,0.425
HD 219134 b,1.602,0.78,-0.577
HD 219134 c,1.511,0.78,-0.577
HD 219134 d,1.61,0.78,-0.577
HD 219134 f,1.31,0.78,-0.577
HD 219134 g,3.28,0.77,-0.509
HD 219134 h,12.7,0.77,-0.509
HD 219139 b,14,11.22,1.795
HD 219415 b,13.8,2.9,0.62
HD 219828 b,4.59,1.56,0.42
HD 219828 c,12.2,1.61,0.42
HD 220074 b,12.2,54.92,2.894
HD 220197 b,9.32,0.98,-0.003
HD 220689 b,13.7,1.07,0.093
HD 220773 b,13.6,1.68,0.498
HD 220842 b,13.1,1.42,0.357
HD 221287 b,13.1,1.14,0.22
HD 221420 b,12.1,1.95,0.603
HD 221585 b,13.5,1.85,0.422
HD 222076 b,13.5,4.1,0.929
HD 222155 b,13.4,1.85,0.509
HD 222582 b,12.6,1.13,0.115
HD 224538 b,12.7,1.54,0.47
HD 224693 b,14,1.93,0.61
HD 22496 b,2.22,0.67,-1.174
HD 22532 b,13.4,5.69,1.274
HD 22781 b,12.3,0.74,-0.476
HD 23079 b,13.2,1.07,0.133
HD 23127 b,13.5,1.49,0.452
HD 231701 b,13.7,1.53,0.47
HD 233604 b,12.7,10.9,1.75
HD 233832 b,13.5,0.68,-0.523
HD 23596 b,12.4,1.53,0.458
HD 238090 b,2.52,0.57,-1.154
HD 238914 b,12.8,12.73,1.85
HD 240210 b,12.8,25.46,1.55
HD 240237 b,12.2,71.23,2.49
HD 24040 b,13,1.3,0.276
HD 24040 c,9.35,1.39,0.276
HD 24064 b,12.3,40,2.546
HD 24085 b,3.46,1.41,0.377
HD 25015 b,12.5,0.83,-0.384
HD 25171 b,13.9,1.23,0.276
HD 25723 b,13.3,13.76,1.944
HD 25912 b,6.9,1,0.041
HD 25912 c,12.2,1,0.041
HD 26161 b,11.9,1.46,0.393
HD 2638 b,14.3,0.94,-0.33
HD 26965 b,2.84,0.87,-0.34
HD 27442 b,13.5,3.18,0.851
HD 27631 b,13.5,0.92,-0.056
HD 27894 b,14.1,0.89,-0.449
HD 27894 c,8.24,0.89,-0.409
HD 27894 d,12.7,0.89,-0.409
HD 27969 b,12.9,1.27,0.528
HD 28185 b,12.8,1.03,0.016
HD 28185 c,12.1,1.03,0.016
HD 28192 b,12.2,1.07,0.103
HD 28254 b,13.7,1.48,0.34
HD 285507 b,13.8,0.69,-0.719
HD 285968 b,2.83,0.48,-1.658
HD 28678 b,13.5,6.48,1.36
HD 29021 b,12.9,0.85,-0.181
HD 290327 b,13.3,0.95,-0.14
HD 29399 b,13.5,4.5,1.002
HD 2952 b,13.6,10.76,1.85
HD 29985 b,12.8,0.57,-0.846
HD 30177 b,12.6,1.02,0.083
HD 30177 c,12.7,1.18,0.084
HD 30562 b,13.6,1.61,0.45
HD 30669 b,14.3,0.91,-0.146
HD 30856 b,13.5,4.4,0.996
HD 31253 b,14.1,1.75,0.517
HD 31527 b,3.22,1.07,0.079
HD 31527 c,3.85,1.07,0.079
HD 31527 d,3.46,1.07,0.079
HD 3167 d,1.92,0.88,-0.27
HD 3167 e,2.83,0.88,-0.27
HD 32518 b,13.1,10.22,1.666
HD 32963 b,13.4,1.11,0.064
HD 330075 b,14.3,0.84,-0.33
HD 331093 b,13.6,1.11,0.006
HD 33142 b,13.7,4.17,1
HD 33142 c,13.9,4.17,1
HD 33142 d,9.32,4.17,1
HD 33283 b,12.5,1.97,0.64
HD 33564 b,12.5,1.44,0.535
HD 33844 b,13.4,5.39,1.149
HD 33844 c,13.5,5.29,1.149
HD 34445 b,13.9,1.38,0.303
HD 34445 c,8.42,1.38,0.303
HD 34445 d,6.07,1.38,0.303
HD 34445 e,4.26,1.38,0.303
HD 34445 f,6.88,1.38,0.303
HD 34445 g,13.6,1.38,0.303
HD 35759 b,13,1.76,0.537
HD 360 b,14,10.86,1.742
HD 3651 b,10.1,0.87,-0.274
HD 37124 b,14,0.95,-0.112
HD 37124 c,14.1,0.95,-0.112
HD 37124 d,14,0.95,-0.112
HD 37605 b,13.2,0.91,-0.22
HD 37605 c,13.1,0.91,-0.22
HD 3765 b,8.56,0.83,-0.416
HD 38283 b,14,1.49,0.411
HD 38529 b,14.1,2.86,0.834
HD 38529 c,12.5,2.86,0.834
HD 38801 b,12.5,2.03,0.659
HD 39091 b,12.4,1.19,0.16
HD 39194 b,1.83,0.78,-0.409
HD 39194 c,2.39,0.78,-0.409
HD 39194 d,1.83,0.78,-0.409
HD 39855 b,2.85,0.74,-0.316
HD 40307 b,1.83,0.72,-0.639
HD 40307 c,2.46,0.72,-0.639
HD 40307 d,3.04,0.72,-0.639
HD 40307 f,2.13,0.72,-0.639
HD 40307 g,2.56,0.72,-0.639
HD 40956 b,13.2,8.56,1.664
HD 40979 b,12.9,1.21,0.291
HD 41004 A b,13.2,0.85,-0.293
HD 41004 B b,12.1,1.04,-0.202
HD 4113 b,13.5,1.08,0.086
HD 42012 b,13.5,0.82,-0.27
HD 4203 b,13.3,1.42,0.293
HD 4203 c,13.3,1.5,0.293
HD 4208 b,13.9,0.85,-0.1
HD 42618 b,3.89,1,-0.009
HD 4308 b,4.12,1.02,-0.004
HD 4313 b,13.4,5.14,1.149
HD 43197 b,14.2,1,-0.137
HD 43197 c,12.6,1,-0.034
HD 43691 b,13.2,1.6,0.5
HD 44219 b,14.1,1.32,0.26
HD 45184 b,3.52,1.08,0.053
HD 45184 c,2.91,1.08,0.053
HD 45350 b,13.5,1.26,0.141
HD 45364 b,9.03,0.89,-0.196
HD 45364 c,14.2,0.89,-0.196
HD 45652 b,14.3,0.94,-0.2
HD 457 b,11.9,1.28,0.316
HD 46375 b,10,0.91,-0.245
HD 47186 b,5.02,1.08,0.043
HD 47186 c,13,1.08,0.043
HD 4732 b,13.3,5.4,1.19
HD 4732 c,13.3,5.4,1.19
HD 47366 b,13.3,6.2,1.389
HD 47366 c,13.4,6.2,1.389
HD 47536 b,12.6,23.47,2.248
HD 4760 b,12.3,42.4,2.93
HD 48265 b,13.5,1.9,0.584
HD 4917 b,13.5,5.01,1.456
HD 49674 b,6.2,1.02,-0.022
HD 50499 b,13.5,1.35,0.376
HD 50499 c,13.2,1.42,0.376
HD 50554 b,12.8,1.02,0.143
HD 51608 b,3.62,0.92,-0.244
HD 51608 c,3.87,0.92,-0.244
HD 52265 b,13.7,1.32,0.297
HD 5278 c,4.49,1.19,0.28
HD 5319 b,13.5,4.06,0.15
HD 5319 c,13.8,4.06,0.15
HD 55696 b,12.9,1.52,0.43
HD 5583 b,12.8,9.09,1.61
HD 5608 b,13.5,5.14,1.179
HD 564 b,12.5,1.01,0.019
HD 56957 b,12.8,1.78,0.491
HD 5891 b,12.6,10.64,1.595
HD 59686 A b,12.7,13.2,1.822
HD 60292 b,12.7,27,2.394
HD 60532 b,13.8,2.57,1.001
HD 60532 c,13.3,2.57,1.001
HD 62364 b,12.1,1.4,0.433
HD 62364 c,12,1.4,0.433
HD 62509 b,13.3,8.9,1.612
HD 62549 b,12.6,1.23,0.228
HD 63454 b,12.31,0.77,-0.592
HD 63765 b,14.2,0.83,-0.256
HD 63935 c,2.9,0.96,-0.098
HD 64114 b,4.41,0.88,-0.137
HD 64121 b,13.2,5.44,1.248
HD 6434 b,14.2,1.12,0.05
HD 65216 b,13.6,0.88,-0.15
HD 65216 c,13.4,0.89,-0.15
HD 66141 b,12.8,21.4,2.24
HD 66428 b,12.4,1.13,0.096
HD 66428 c,13.5,1.17,0.096
HD 67087 b,13.1,1.55,0.54
HD 67087 c,12.9,1.55,0.54
HD 6718 b,13.5,0.95,0.053
HD 68402 b,12.6,1.02,0.068
HD 68988 b,13.4,1.19,0.222
HD 68988 c,12.3,1.26,0.222
HD 69123 b,13.1,7.72,1.47
HD 69830 b,3.17,0.89,-0.22
HD 69830 c,3.46,0.89,-0.22
HD 69830 d,4.45,0.89,-0.22
HD 70573 b,12.8,0.98,-0.001
HD 70642 b,13,0.98,0.012
HD 7199 b,11.1,0.97,-0.155
HD 72490 b,13.5,4.96,1.091
HD 72659 b,13.2,1.46,0.374
HD 72659 c,12.1,1.46,0.376
HD 72892 b,12.8,1.22,0.146
HD 73267 b,13,0.91,-0.106
HD 73267 c,12.8,0.96,-0.175
HD 73526 b,13.1,1.53,0.338
HD 73526 c,13.3,1.53,0.338
HD 73534 b,13.7,2.58,0.522
HD 74156 b,13.5,1.51,0.401
HD 74156 c,12.5,1.51,0.401
HD 7449 b,12.6,0.97,0.101
HD 74698 b,5.12,1.33,0.253
HD 74698 c,14,1.33,0.253
HD 75289 b,14.2,1.23,0.312
HD 75784 b,13.8,3.4,0.756
HD 75784 c,12.8,3.4,0.77
HD 75898 b,13.2,1.58,0.46
HD 76700 b,9.6,1.37,0.257
HD 76920 b,13,7.47,1.38
HD 77338 b,4.12,0.97,-0.26
HD 79181 b,14.1,11.06,1.79
HD 7924 b,2.4,0.78,-0.406
HD 7924 c,2.72,0.78,-0.414
HD 7924 d,2.42,0.78,-0.414
HD 79498 b,13.6,1.05,0.03
HD 80606 b,11.994,1.04,-0.002
HD 80869 b,12.8,1.06,0.4
HD 80883 b,12.8,0.81,-0.367
HD 80913 b,12,1.65,0.508
HD 81040 b,12.7,0.91,-0.077
HD 81688 b,13.2,13,1.857
HD 81817 b,12,83.8,3.261
HD 81817 c,12,109.46,3.46
HD 82886 b,13.3,5.26,1.143
HD 82943 b,13.5,1.18,0.194
HD 82943 c,13.4,1.18,0.194
HD 8326 b,9.58,0.78,-0.492
HD 83443 b,14.1,0.94,-0.104
HD 83443 c,13.6,0.94,-0.104
HD 8535 b,14,1.19,0.333
HD 85390 b,6.16,0.8,-0.367
HD 85512 b,1.72,0.71,-0.775
HD 8574 b,13.4,1.38,0.376
HD 86065 b,12.5,0.78,-0.49
HD 86081 b,13.6,1.46,0.38
HD 86226 b,14.3,1.05,0.072
HD 86264 b,12.5,1.88,0.66
HD 8673 b,12.3,1.5,0.53
HD 86950 b,13,8.8,1.56
HD 87646 b,12.4,1.55,0.96
HD 87883 b,12.8,0.8,-0.471
HD 88072 b,12.6,1.03,0.031
HD 88133 b,13.8,2.2,0.497
HD 89307 b,13.4,1.1,0.131
HD 89744 b,12.6,2.13,0.796
HD 89839 b,12.9,1.29,0.375
HD 90156 b,4.43,0.92,-0.143
HD 9174 b,13.7,1.67,0.382
HD 92788 b,13,1.14,0.02
HD 92788 c,13,1.14,0.098
HD 93083 b,13.4,0.85,-0.387
HD 93351 b,1.69,0.91,-0.194
HD 93351 c,12.3,0.91,-0.194
HD 93385 b,1.88,1.18,0.207
HD 93385 c,2.56,1.18,0.207
HD 93385 d,2.89,1.18,0.207
HD 9446 b,14,1,0.041
HD 9446 c,13.4,1,0.041
HD 94771 b,14.2,1.9,0.516
HD 94834 b,13.7,4.2,0.993
HD 95089 b,13.7,5.08,1.13
HD 95089 c,13.1,5.08,1.125
HD 95127 b,12.4,41.01,2.28
HD 95338 b,3.89,0.87,-0.31
HD 95544 b,12.8,1.09,0.478
HD 95735 c,3.76,0.37,-1.71
HD 95872 b,13,0.84,-0.242
HD 96063 b,13.7,4.75,1.104
HD 96127 b,12.1,51.1,2.86
HD 96167 b,14,1.94,0.57
HD 96700 b,2.93,1.16,0.14
HD 96700 c,1.69,1.16,0.14
HD 96700 d,3.61,1.16,0.14
HD 96992 b,13.7,7.43,1.47
HD 97037 b,12.1,1.26,0.234
HD 97658 b,2.12,0.73,-0.455
HD 98219 b,13.4,4.6,1.049
HD 98649 b,12.6,1.01,-0.014
HD 98736 b,13.3,0.93,-0.22
HD 99109 b,14.3,0.98,-0.172
HD 99283 b,13.8,11.21,1.81
HD 99492 b,5.02,0.83,-0.475
HD 99706 b,13.7,5.52,1.188
HD 99706 c,12.8,5.4,1.302
HIP 105854 b,12.6,10.31,1.67
HIP 107772 b,3.64,0.51,-1.163
HIP 107773 b,13.4,11.6,1.87
HIP 109384 b,13.5,0.83,-0.319
HIP 109600 b,13.2,0.97,-0.079
HIP 114933 b,13.4,5.27,1.14
HIP 12961 b,13.2,0.65,-1.003
HIP 14810 b,13,1.07,-0.01
HIP 14810 c,13.6,1.07,-0.01
HIP 14810 d,14.1,1.07,-0.01
HIP 19976 b,4.94,0.77,-0.729
HIP 19976 c,11.9,0.77,-0.729
HIP 34222 b,13.9,0.62,-1.033
HIP 35173 b,3.61,0.77,-0.514
HIP 35965 b,12.6,0.7,-0.62
HIP 38594 b,2.77,0.63,-1.062
HIP 38594 c,7.94,0.63,-1.062
HIP 4845 b,3.89,0.6,-1.034
HIP 48714 b,5.11,0.6,-1.156
HIP 5158 b,13.6,0.75,-0.959
HIP 5158 c,12.2,0.75,-0.561
HIP 54373 b,2.87,0.56,-1.222
HIP 54373 c,3.57,0.56,-1.222
HIP 54597 b,13.4,0.66,-0.682
HIP 55507 b,12.6,0.72,-0.845
HIP 56640 b,12.7,4.93,1.05
HIP 57274 b,2.4,0.78,0.19
HIP 57274 c,14.2,0.68,0.19
HIP 57274 d,14.2,0.68,0.19
HIP 5763 b,14.2,0.75,-0.74
HIP 63242 b,12.5,10.28,1.63
HIP 65407 b,14.3,0.95,-0.186
HIP 65407 c,13.9,0.95,-0.186
HIP 65891 b,12.8,8.93,1.65
HIP 67537 b,12.3,8.69,1.617
HIP 67851 b,13.5,5.87,1.207
HIP 67851 c,12.7,5.87,1.207
HIP 70849 b,12.5,0.63,-1.048
HIP 71135 b,4.55,0.68,-0.908
HIP 74890 b,13.3,5.77,1.215
HIP 75092 b,13.5,4.53,1.02
HIP 79431 b,13.4,0.48,-1.549
HIP 8541 b,12.6,7.83,1.405
HIP 90988 b,13.4,3.94,0.89
HIP 91258 b,13.7,0.89,-0.222
HIP 948 b,12.1,0.69,-0.758
HIP 97166 c,3.12,0.84,-0.331
HIP 97233 b,12.1,5.34,1.204
HR 5183 b,13.1,1.53,0.397
HR 810 b,13.3,1.13,0.253
IC 4651 9122 b,12.7,10.27,1.636
K2-111 c,3.33,1.25,0.119
K2-18 c,2.65,0.41,-1.597
K2-312 c,12.8,1.22,0.232
KELT-6 c,13,1.53,0.555
KIC 3526061 b,12.1,5.86,1.215
Kapteyn c,2.54,0.29,-1.793
Kepler-10 d,3.61,1.06,0.053
Kepler-129 d,12.6,1.65,0.454
Kepler-1656 c,14,1.1,-0.004
Kepler-19 d,5.06,0.86,-0.183
Kepler-20 g,4.71,0.96,-0.189
Kepler-25 d,10,1.32,0.391
Kepler-407 c,12.3,1.01,-0.049
Kepler-424 c,12.7,0.94,-0.15
Kepler-432 c,13.3,4.06,0.926
Kepler-454 c,12.9,1.07,0.032
Kepler-454 d,13.3,1.07,0.032
Kepler-48 e,13.4,0.89,-0.345
Kepler-56 d,12.8,4.22,0.905
Kepler-65 e,13.9,1.44,0.451
Kepler-68 d,13.9,1.26,0.231
Kepler-68 e,11.2,1.26,0.218
Kepler-88 d,13.1,0.9,-0.192
Kepler-94 c,12.5,0.76,-0.597
L 363-38 b,2,0.27,-1.886
L 98-59 e,1.56,0.31,-1.948
LSPM J2116+0234 b,3.71,0.43,-1.699
NGC 2682 Sand 364 b,12.7,39.59,2.072
NGC 2682 Sand 978 b,13.3,21.02,2.157
NGC 2682 YBP 1194 b,12.3,0.99,-0.011
NGC 2682 YBP 1514 b,14,0.89,-0.018
NGC 2682 YBP 401 b,14.3,1.22,0.289
Pr0201 b,14.2,1.15,0.245
Pr0211 b,13.4,0.83,-0.336
Pr0211 c,12.6,0.83,-0.336
Proxima Cen b,1.03,0.14,-2.796
Ross 128 b,1.11,0.2,-2.441
Ross 508 b,1.83,0.21,-2.445
TAP 26 b,13.5,1.17,-0.25
TOI-1062 c,3.1,0.84,-0.274
TOI-1272 c,5.59,0.79,-0.438
TOI-1288 c,11,1.01,-0.167
TOI-1338 c,9.46,1.34,0.329
TOI-1444 c,3.46,0.91,-0.162
TOI-1669 b,14.1,1.07,-0.01
TOI-1694 c,13.8,0.82,-0.404
TOI-4010 e,13.3,0.83,-0.4
TOI-431 c,1.49,0.73,-0.565
TOI-500 c,2.09,0.68,-0.7
TOI-500 d,6.35,0.68,-0.7
TOI-500 e,3.99,0.68,-0.7
TOI-969 c,12.4,0.67,-0.7
TYC 0434-04538-1 b,12.7,9.99,1.67
TYC 1422-614-1 b,13.3,6.85,1.35
TYC 1422-614-1 c,12.5,6.85,1.35
TYC 2187-512-1 b,12.5,0.5,-1.381
TYC 3318-01333-1 b,13.1,5.9,1.21
TYC 3667-1280-1 b,12.8,6.26,1.38
TYC 4282-00605-1 b,12.4,16.21,1.91
Teegarden's Star b,1.02,0.11,-3.137
Teegarden's Star c,1.04,0.11,-3.137
V830 Tau b,14,2,0.08
WASP-107 c,13.2,0.67,-0.879
WASP-148 c,13.9,0.91,-0.139
WASP-41 c,13.1,0.87,-0.195
WASP-47 c,13.5,1.14,0.024
WASP-8 c,12.5,0.99,-0.058
WASP-94 B b,14.1,1.35,0.351
Wolf 1061 b,1.21,0.31,-1.991
Wolf 1061 c,1.66,0.31,-1.991
Wolf 1061 d,2.69,0.31,-1.991
Wolf 1069 b,1.08,0.18,-2.531
XO-2 S b,10.9,1,-0.123
XO-2 S c,13.6,1.02,-0.123
YZ Cet b,0.913,0.16,-2.659
YZ Cet c,1.05,0.16,-2.659
YZ Cet d,1.03,0.16,-2.659
alf Ari b,13.4,13.9,1.934
alf Tau b,12.7,45.1,2.672
bet Cnc b,12.6,47.2,2.9
bet Pic c,12.5,2.01,0.958
bet UMi b,12.7,38.3,2.73
eps CrB b,12.7,21,2.235
eps Eri b,14.1,0.76,-0.419
eps Ind A b,13.1,0.78,-0.622
eps Tau b,12.6,13.7,1.987
gam Cep b,12.5,4.9,1.073
gam Lib b,13.8,11.1,1.85
gam Lib c,12.9,11.1,1.85
gam Psc b,13.6,11.2,1.766
gam1 Leo b,12.5,31.88,2.51
iot Dra b,12.4,11.79,1.722
iot Dra c,12.2,11.79,1.722
kap CrB b,13.4,4.71,1.084
mu Leo b,13.3,11.4,1.797
nu Oct A b,13.3,5.81,1.23
nu Oph b,12,14.6,2.039
nu Oph c,12,14.6,2.039
ome Ser b,13.5,12.3,1.85
omi CrB b,13.6,10.5,1.709
omi UMa b,13,14.1,2.14
pi Men d,3.72,1.19,0.195
psi1 Dra B b,13.5,1.26,0.326
rho CrB b,13.7,1.35,0.26
rho CrB c,5.78,1.35,0.26
rho CrB d,4.94,1.35,0.26
rho CrB e,1.77,1.35,0.26
tau Boo b,12.8,1.43,0.505
tau Cet e,1.81,0.83,-0.305
tau Cet f,1.81,0.83,-0.305
tau Cet g,1.18,0.83,-0.305
tau Cet h,1.19,0.83,-0.305
tau Gem b,12.1,26.8,2.519
ups And b,14,1.56,0.525
ups And c,12.3,1.56,0.525
ups And d,12.5,1.56,0.525
ups Leo b,14.2,11.22,1.8
xi Aql b,13.2,12,1.839
